Region Protraction Oil Gas
Central	West Delta Area	1608454	12966201
Western	Matagorda Island Area	19172	5392078
Central	South Marsh Island Area	1454597	28070745
Western	Garden Banks	4785296	21468048
Western	High Island Area	1054425	39911854
Western	Sabine Pass Area	366	207669
Central	West Cameron Area	639186	41390738
Western	Brazos Area	28657	14321278
Western	East Breaks	154025	1688968
Western	Galveston Area	338468	6052023
Western	Matagorda Island Area	46227	8711704
Central	Ewing Bank	1422074	1935275
Western	High Island Area	1189381	37455682
Central	Eugene Island Area	3628836	41583773
Western	Galveston Area	254807	5610761
Central	Green Canyon	3910892	13416601
Central	Chandeleur Area	52	1142840
Central	Viosca Knoll	3600602	32929332
Western	North Padre Island Area	119	1053218
Central	West Cameron Area	548134	32500976
Western	East Breaks	2253230	20103915
Central	South Marsh Island Area	1162488	15975492
Central	Main Pass Area	1716209	9002261
Central	Eugene Island Area	2977033	35703105
Western	North Padre Island Area	509	1752756
Central	Mobile	1120	8136236
Central	Chandeleur Area	15	361908
Central	Main Pass Area	1389522	6450537
Central	Ewing Bank	3523264	5540643
Central	Viosca Knoll	2062168	14382329
Central	Green Canyon	6321116	16150895
Western	South Padre Island Area	0	484309
Central	West Delta Area	1154857	7051539
Central	South Pelto Area	237269	2543536
Central	East Cameron Area	427517	16315068
Western	East Breaks	2296832	25357080
Central	Chandeleur Area	67	1160380
Central	Ewing Bank	783264	1569383
Western	High Island Area	1134724	35228992
Central	Viosca Knoll	2864658	15185906
Central	Eugene Island Area	3738216	41448336
Central	Breton Sound Area	81917	443545
Western	Sabine Pass Area	1437	118210
Western	Galveston Area	160122	5274035
Western	High Island Area	643908	24367816
Central	East Cameron Area	852514	22801299
Central	Mississippi Canyon	12898342	50398004
Western	Galveston Area	142068	3860198
Central	West Cameron Area	604031	34714395
Central	Green Canyon	5456268	15318195
Central	West Cameron Area	640476	39589188
Central	West Delta Area	1122437	6715837
Western	East Breaks	201997	3171753
Western	Brazos Area	7992	7089189
Central	South Pass Area	2060827	15002081
Central	West Delta Area	1916746	12244325
Western	High Island Area	795809	23121427
Central	South Pass Area	1110947	10011009
Western	Garden Banks	3643895	16304512
Central	South Pass Area	899558	5652249
Western	Brazos Area	16211	8555347
Central	Breton Sound Area	78063	320917
Central	Ewing Bank	3622515	4954169
Western	Sabine Pass Area	1	270906
Western	East Breaks	636779	9157541
Western	Galveston Area	154704	3784881
Central	Eugene Island Area	433808	8150953
Central	Mississippi Canyon	17458874	53391966
Central	Ship Shoal Area	2674183	20239846
Central	Main Pass Area	2325416	10973489
Central	Main Pass Area	1892149	19290323
Central	Ewing Bank	997846	2510072
Central	South Pass Area	874290	5028373
Western	Garden Banks	2469695	14013852
Central	East Cameron Area	460934	16819911
Western	Brazos Area	5210	4256367
Western	Brazos Area	18152	8436320
Central	Breton Sound Area	57660	673847
Central	West Cameron Area	500004	28495467
Central	Ship Shoal Area	1490752	12820488
Central	Grand Isle Area	469608	2974147
Western	Matagorda Island Area	83435	19812294
Central	Vermilion Area	980945	11452276
Western	Galveston Area	235897	5873752
Western	East Breaks	184760	3057849
Central	Green Canyon	992353	7851991
Central	South Timbalier Area	2116601	21903227
Western	High Island Area	1321850	38512076
Central	Breton Sound Area	65536	184632
Western	North Padre Island Area	86	873212
Central	South Timbalier Area	1951233	23169403
Central	Mississippi Canyon	10982928	30635083
Western	North Padre Island Area	15	1044872
Central	Green Canyon	1948682	8684736
Central	Viosca Knoll	2449307	25345576
Central	Mississippi Canyon	1641	3492373
Central	West Delta Area	1100707	6677604
Central	Green Canyon	5584663	14918888
Central	Main Pass Area	2586335	10864315
Central	Green Canyon	1658950	9706983
Central	Bay Marchand Area	42057	32173
Central	South Pelto Area	183883	3392314
Central	Green Canyon	4417579	12084626
Western	Brazos Area	16468	10575635
Western	Mustang Island Area	9239	1160834
Central	East Cameron Area	430106	13206919
Western	Galveston Area	192430	3927465
Western	High Island Area	1055813	39644131
Western	Mustang Island Area	27456	8585567
Central	Eugene Island Area	1917220	19804631
Central	Vermilion Area	884290	12094794
Central	Ewing Bank	450488	737991
Central	Grand Isle Area	454682	3124232
Central	Bay Marchand Area	43527	36612
Western	Sabine Pass Area	230	49453
Central	Mississippi Canyon	13731965	52188968
Central	East Cameron Area	534934	18428648
Central	Ship Shoal Area	2208537	17826757
Central	Eugene Island Area	2621035	28513024
Central	South Timbalier Area	1940775	26514456
Central	Bay Marchand Area	12845	95606
Central	Main Pass Area	1407675	7153262
Western	East Breaks	214528	1233083
Central	Grand Isle Area	492004	4300304
Western	Brazos Area	36220	7788805
Western	Mustang Island Area	15457	5393920
Western	Matagorda Island Area	76838	14526429
Western	Garden Banks	3274920	21927960
Western	Alaminos Canyon	707597	1868202
Central	Mobile	1468	14687809
Central	West Cameron Area	362381	29113809
Western	Garden Banks	3231782	13410161
Central	Green Canyon	1564454	7916323
Central	Viosca Knoll	3461829	30708389
Western	Matagorda Island Area	88861	19380062
Central	Green Canyon	2363824	11591051
Central	Chandeleur Area	0	271143
Central	Breton Sound Area	123383	604698
Central	Grand Isle Area	649570	6318774
Central	Mississippi Canyon	5581300	18677530
Central	Bay Marchand Area	37467	33503
Central	South Pelto Area	141106	823772
Western	Sabine Pass Area	214	242497
Central	Green Canyon	6691650	14518965
Western	Garden Banks	2727960	16021444
Central	Main Pass Area	2262883	18271392
Central	Mississippi Canyon	14099161	48855463
Central	Mobile	473	8287191
Central	Grand Isle Area	105333	1275447
Central	Green Canyon	5816824	14519494
Western	Galveston Area	247850	5078852
Central	Eugene Island Area	3355365	39181877
Western	East Breaks	2193259	21677434
Western	Garden Banks	2726834	14112000
Western	Garden Banks	2455704	12921850
Central	Mississippi Canyon	10953752	37746437
Western	High Island Area	910573	28577716
Central	Eugene Island Area	2022296	21862732
Central	Eugene Island Area	3950034	45022244
Central	Eugene Island Area	2881224	36473932
Central	Viosca Knoll	3432605	23364205
Western	Mustang Island Area	19054	5651266
Central	Ship Shoal Area	1540361	11934719
Central	Bay Marchand Area	41182	37900
Central	Ship Shoal Area	2270801	20642590
Central	Mobile	1831	8356267
Central	Mississippi Canyon	11053919	39770832
Central	Main Pass Area	1665590	9529026
Western	East Breaks	144468	1121250
Western	High Island Area	1198818	38244710
Central	West Cameron Area	369763	28866305
Central	Ship Shoal Area	2624139	28306866
Central	South Pass Area	211803	1638439
Central	Sabine Pass Area	13074	332388
Western	High Island Area	805496	25020990
Western	Sabine Pass Area	2059	185518
Western	North Padre Island Area	835	1447668
Central	Ewing Bank	2222995	3353108
Central	West Delta Area	321688	2368196
Central	South Pelto Area	115432	2632008
Central	West Delta Area	1899218	12721408
Central	Main Pass Area	2301186	17617537
Central	Bay Marchand Area	20430	14031
Central	Vermilion Area	1049130	26108664
Central	Mobile	2970	13882064
Western	East Breaks	186475	1683292
Central	Eugene Island Area	3408193	39510806
Central	South Pelto Area	215302	3661817
Central	Ewing Bank	1752727	2733199
Central	Grand Isle Area	594256	4858457
Western	East Breaks	1415757	16489985
Central	West Cameron Area	392233	33686669
Western	Mustang Island Area	7139	1788639
Central	West Delta Area	956804	6013802
Central	Breton Sound Area	62480	190745
Western	Alaminos Canyon	740928	641125
Western	Matagorda Island Area	40963	8441156
Central	Chandeleur Area	64	994942
Western	Alaminos Canyon	447503	876524
Central	Viosca Knoll	1200123	10666025
Central	Sabine Pass Area	19291	249287
Western	Brazos Area	22586	8793672
Central	Mississippi Canyon	5870612	20994572
Central	Sabine Pass Area	15416	310638
Western	Mustang Island Area	27172	9007455
Western	Mustang Island Area	1711	1858510
Central	Chandeleur Area	32	1171381
Central	Main Pass Area	2372222	11482547
Central	Viosca Knoll	2428389	24236317
Western	High Island Area	883124	26035135
Central	Breton Sound Area	96465	400741
Central	Ship Shoal Area	2228524	21453948
Central	South Timbalier Area	532602	4700537
Central	West Delta Area	1874710	11944151
Western	Sabine Pass Area	1431	129205
Central	Bay Marchand Area	30937	48406
Western	Garden Banks	4122253	22132774
Western	Matagorda Island Area	51564	14135385
Central	Chandeleur Area	14	136562
Central	Breton Sound Area	59438	355941
Central	Vermilion Area	1020123	13886866
Central	Eugene Island Area	2821532	30407006
Central	Ewing Bank	1502712	1934021
Western	High Island Area	774978	33305554
Western	Matagorda Island Area	121056	19376173
Central	East Cameron Area	868487	22632132
Western	East Breaks	151985	1297687
Central	Green Canyon	6845527	17565404
Western	Sabine Pass Area	1359	195566
Central	South Pelto Area	263331	2739375
Central	Eugene Island Area	3343200	39925553
Central	South Timbalier Area	2145809	26230475
Central	West Cameron Area	424489	30291090
Central	Bay Marchand Area	29710	13156
Western	High Island Area	881257	26467730
Central	South Timbalier Area	2094315	21569274
Western	Sabine Pass Area	82	48368
Central	East Cameron Area	646601	19700965
Western	Sabine Pass Area	1169	184920
Central	South Timbalier Area	1843644	24945450
Western	North Padre Island Area	469	1378019
Western	Galveston Area	170862	6855313
Central	West Delta Area	1764656	12727974
Western	Brazos Area	22436	13494674
Central	South Pass Area	1994377	12009417
Central	Chandeleur Area	65	459286
Central	Breton Sound Area	135413	780622
Central	Ewing Bank	2003682	3016892
Central	West Cameron Area	342268	34719430
Central	Bay Marchand Area	85545	139721
Central	Ewing Bank	1609225	3012968
Western	Garden Banks	3645679	20673789
Central	Ship Shoal Area	1402220	11660666
Western	Galveston Area	188931	3925767
Western	East Breaks	194086	1394323
Western	Galveston Area	208755	6249906
Central	Eugene Island Area	3801031	46357921
Central	Mobile	1300	7334009
Central	Ship Shoal Area	2366051	26607545
Western	Galveston Area	151436	3597280
Central	South Marsh Island Area	1616933	29859334
Central	Chandeleur Area	0	610556
Central	Grand Isle Area	889194	9695182
Central	Eugene Island Area	2695281	29806313
Central	South Timbalier Area	2044472	26341842
Central	Vermilion Area	1129127	22566283
Central	Eugene Island Area	3681515	41833637
Central	Mobile	2190	15119897
Central	Ship Shoal Area	2787716	29613497
Central	Ewing Bank	1705363	2430606
Central	Main Pass Area	2087002	18108436
Central	Ewing Bank	2141873	3465101
Central	Viosca Knoll	2419499	25978533
Central	South Timbalier Area	2405872	27869796
Central	Mississippi Canyon	18099915	54755448
Central	West Delta Area	1246113	9251363
Central	Mississippi Canyon	1847257	14670988
Central	Viosca Knoll	2646492	24374341
Central	Grand Isle Area	849601	9436411
Central	East Cameron Area	457174	14935343
Western	High Island Area	1044321	32552964
Central	Sabine Pass Area	12889	203557
Central	Mississippi Canyon	3760153	18773592
Central	South Pass Area	2244494	12434343
Central	Ship Shoal Area	1206886	10682533
Central	West Delta Area	1602737	13938482
Western	High Island Area	867782	34009509
Central	Vermilion Area	842736	10514653
Central	Chandeleur Area	30	683986
Western	Garden Banks	3381526	16959474
Western	Garden Banks	3920714	21067347
Western	Garden Banks	2747689	14218196
Central	Breton Sound Area	57708	145452
Central	Ship Shoal Area	2012563	17211028
Central	Grand Isle Area	515310	3595917
Central	South Marsh Island Area	1286655	16312997
Western	East Breaks	1168699	10783859
Central	Main Pass Area	1852746	22565504
Central	South Timbalier Area	2508636	22125793
Western	High Island Area	628418	23498147
Central	Mobile	1610	5546736
Central	Sabine Pass Area	23629	222285
Central	Vermilion Area	957359	12353303
Central	Grand Isle Area	982030	8411462
Central	Bay Marchand Area	47732	35242
Central	South Pass Area	1460094	10838613
Central	Eugene Island Area	2708459	29034467
Central	Vermilion Area	1142773	29086478
Central	South Pass Area	1425160	10475683
Central	South Timbalier Area	1889528	24234920
Central	Ewing Bank	2311525	3591378
Central	Breton Sound Area	71324	813493
Central	Ship Shoal Area	1344224	11863509
Central	Ship Shoal Area	2233399	18541813
Western	North Padre Island Area	367	1489758
Central	Sabine Pass Area	11996	221112
Western	Brazos Area	15736	10138788
Western	North Padre Island Area	338	1838579
Central	Breton Sound Area	43907	443973
Western	High Island Area	782581	18544025
Western	Matagorda Island Area	91182	18807156
Central	Main Pass Area	2371669	11087908
Central	Chandeleur Area	40	1178156
Central	South Marsh Island Area	222742	1846496
Central	Grand Isle Area	876121	6415821
Central	Eugene Island Area	1945618	20672496
Central	Sabine Pass Area	24066	569493
Central	Mobile	1542	10386103
Western	Sabine Pass Area	4	705
Western	Sabine Pass Area	772	285116
Central	Grand Isle Area	550493	7280633
Central	East Cameron Area	449331	10329118
Central	South Pelto Area	220320	3789025
Central	Mobile	702	15493547
Central	East Cameron Area	835550	25718512
Central	Ewing Bank	1631266	2244234
Western	Matagorda Island Area	22012	5895533
Central	Green Canyon	5988940	15705988
Western	North Padre Island Area	13	1082788
Central	Ewing Bank	1024809	1613517
Western	Alaminos Canyon	1069486	1153936
Western	Garden Banks	2585085	14723577
Central	Mobile	1151	9764991
Central	Grand Isle Area	560539	6289922
Central	South Pelto Area	261064	2927386
Western	Mustang Island Area	17277	6876405
Central	Main Pass Area	2179191	22206396
Central	Mississippi Canyon	16413878	49206462
Central	Ship Shoal Area	2169219	15629095
Central	Main Pass Area	2081569	23093411
Central	Grand Isle Area	568300	5529151
Central	South Timbalier Area	2502785	18186791
Central	Sabine Pass Area	22248	532660
Western	North Padre Island Area	306	1382562
Central	Mississippi Canyon	4830908	20474927
Central	Eugene Island Area	3539130	41308978
Western	East Breaks	2181834	20080463
Western	Sabine Pass Area	376	204698
Western	Brazos Area	19514	8060438
Central	South Pelto Area	247427	3082093
Central	Chandeleur Area	13	208463
Central	East Cameron Area	906825	26367176
Central	West Cameron Area	194939	14808452
Western	East Breaks	2253131	22982971
Central	Mississippi Canyon	16195107	56630559
Central	Green Canyon	5112503	10713292
Western	Mustang Island Area	2343	1607034
Western	Brazos Area	19261	8859158
Western	Galveston Area	140007	6514280
Central	Vermilion Area	1223422	24851531
Western	Garden Banks	3381206	11647337
Central	Mississippi Canyon	1973629	14101952
Central	Ship Shoal Area	3028537	24325937
Central	Breton Sound Area	55363	699973
Western	High Island Area	803516	31583569
Central	Main Pass Area	223370	4103400
Central	South Timbalier Area	2179360	30959860
Central	Chandeleur Area	4	284504
Central	Breton Sound Area	56931	138790
Central	Chandeleur Area	60	1441697
Central	Breton Sound Area	116577	448302
Central	West Cameron Area	450370	32033449
Central	East Cameron Area	736933	22000178
Central	Bay Marchand Area	9378	65876
Central	Sabine Pass Area	23746	208304
Central	Vermilion Area	1071426	23434846
Western	Mustang Island Area	11072	4586124
Central	Mississippi Canyon	11209532	39962333
Central	Sabine Pass Area	928	252799
Central	Viosca Knoll	2525728	20864290
Western	Matagorda Island Area	97477	18268060
Western	East Breaks	2425257	26806879
Central	Mobile	189	5583589
Western	High Island Area	815818	29853841
Central	West Delta Area	1536458	10660991
Central	Sabine Pass Area	12619	202503
Central	Ewing Bank	1613128	2985436
Central	East Cameron Area	496318	17235474
Central	Sabine Pass Area	22349	327481
Central	Viosca Knoll	2796467	25476954
Central	Sabine Pass Area	18877	391415
Western	Sabine Pass Area	137	159650
Central	East Cameron Area	391095	10904647
Central	Viosca Knoll	278247	5105086
Western	East Breaks	192825	2592106
Central	Sabine Pass Area	7863	393988
Western	Sabine Pass Area	1	222738
Central	South Pass Area	1160924	10479036
Central	Main Pass Area	2048053	21851687
Western	Sabine Pass Area	607	288557
Central	South Marsh Island Area	1292758	11457013
Central	Ship Shoal Area	1546179	12421529
Central	South Pass Area	932032	7746567
Central	Mobile	874	6607530
Central	Mobile	1369	13433019
Central	West Delta Area	994678	6070587
Central	South Pelto Area	327567	4402482
Central	South Timbalier Area	2070322	24744466
Western	Sabine Pass Area	1055	254911
Central	West Delta Area	1803714	11521833
Central	Mobile	444	14525991
Central	Green Canyon	1049321	7785206
Western	Sabine Pass Area	660	158571
Central	Chandeleur Area	30	372156
Central	East Cameron Area	557977	19858700
Central	Eugene Island Area	2898433	34528667
Central	West Delta Area	2217744	14641284
Western	Brazos Area	22643	9719302
Central	Green Canyon	7980824	22286847
Central	East Cameron Area	729754	23042195
Central	Ewing Bank	3386218	6554877
Western	Alaminos Canyon	1727753	2052967
Central	South Marsh Island Area	1227484	15539716
Central	Sabine Pass Area	18813	203902
Central	Mobile	2437	12622860
Central	Green Canyon	6050812	13811965
Western	East Breaks	1556794	14943502
Western	Sabine Pass Area	53	305082
Western	North Padre Island Area	897	1432730
Central	South Pelto Area	127055	1672641
Central	Eugene Island Area	3755879	41709004
Western	Galveston Area	174353	4202861
Central	West Delta Area	1782034	11742175
Western	Brazos Area	24579	10101253
Central	Chandeleur Area	52	382808
Western	North Padre Island Area	412	1452099
Central	Sabine Pass Area	15644	497137
Western	Mustang Island Area	12405	3958609
Western	East Breaks	907611	6915014
Western	North Padre Island Area	539	1469134
Central	South Pass Area	839781	4779442
Central	Chandeleur Area	0	491462
Western	Alaminos Canyon	1046430	1189657
Central	Viosca Knoll	2535354	15539726
Central	South Pelto Area	237022	3282947
Central	Sabine Pass Area	15777	125178
Central	West Delta Area	725375	4696209
Western	Matagorda Island Area	104925	19056474
Central	Eugene Island Area	3094178	33383460
Central	Sabine Pass Area	20192	228279
Central	Vermilion Area	1002661	12365635
Central	Chandeleur Area	58	493203
Central	Viosca Knoll	4222864	35267292
Western	Mustang Island Area	27154	9204445
Western	North Padre Island Area	81	788200
Central	Breton Sound Area	43137	408078
Central	Viosca Knoll	3538923	29279266
Central	West Delta Area	315661	3129276
Central	Viosca Knoll	2722569	23280645
Central	Mississippi Canyon	19931486	60868843
Central	Ewing Bank	1219633	1789703
Central	Ship Shoal Area	2312083	17769833
Central	Sabine Pass Area	20563	522897
Western	Matagorda Island Area	70967	17352571
Central	Grand Isle Area	739578	7360714
Central	Grand Isle Area	714211	7712949
Western	Brazos Area	32024	9670164
Central	Ship Shoal Area	1467529	12833278
Central	South Timbalier Area	1903669	23837209
Central	Breton Sound Area	92812	530009
Central	West Cameron Area	399728	33254358
Western	East Breaks	153836	1347828
Central	Green Canyon	8852673	23813890
Central	Viosca Knoll	3495804	30463553
Central	East Cameron Area	378661	12626846
Central	Grand Isle Area	725827	6682256
Central	South Timbalier Area	1932804	25485134
Western	Matagorda Island Area	94785	14606568
Western	Brazos Area	17141	9943403
Central	West Delta Area	2238491	14479859
Western	High Island Area	1376594	46440917
Central	Vermilion Area	1411235	30074130
Central	Chandeleur Area	19	137496
Central	Eugene Island Area	3030217	38001095
Western	East Breaks	144545	1546796
Central	West Delta Area	1092296	6671227
Western	High Island Area	1130912	39295392
Central	Mobile	1250	10218528
Western	High Island Area	892455	29165126
Central	Breton Sound Area	65582	1178573
Central	Ship Shoal Area	651541	5873222
Western	Garden Banks	2705318	15185937
Central	Green Canyon	4314411	12359863
Central	Sabine Pass Area	20966	330620
Central	South Timbalier Area	1598591	18923619
Central	Breton Sound Area	75892	659948
Western	Matagorda Island Area	34353	5931735
Central	South Pelto Area	195932	3941531
Central	Main Pass Area	789229	5121596
Western	Garden Banks	3681750	23858369
Central	Mobile	1158	12227903
Central	West Delta Area	1261869	7446145
Central	Chandeleur Area	40	267260
Central	South Marsh Island Area	1341431	12265893
Central	Green Canyon	7632388	17235678
Central	Sabine Pass Area	12864	261103
Central	Ship Shoal Area	2179956	16413586
Central	East Cameron Area	404259	13167117
Central	Ship Shoal Area	1566702	12860737
Central	West Delta Area	1590336	14151316
Central	Vermilion Area	1395134	31826941
Western	Matagorda Island Area	45894	9894195
Western	Garden Banks	2321844	11790909
Western	Mustang Island Area	10134	2042630
Central	South Timbalier Area	1217806	9892603
Central	Grand Isle Area	674549	6275607
Central	Green Canyon	6344945	15739926
Central	Sabine Pass Area	19329	449851
Central	Ewing Bank	1121588	1388704
Central	Eugene Island Area	1895445	22369375
Central	South Timbalier Area	2503229	33427751
Western	Sabine Pass Area	102	20739
Central	Viosca Knoll	3127506	23891482
Western	High Island Area	693682	14443404
Central	South Timbalier Area	1822639	21260756
Central	Ewing Bank	1888808	3624016
Central	Viosca Knoll	4407988	36420692
Central	Ship Shoal Area	2047643	17863523
Western	Galveston Area	151289	2932292
Central	Mississippi Canyon	2628687	15309215
Western	Sabine Pass Area	225	30669
Western	Galveston Area	351164	6057584
Central	West Cameron Area	505508	35639670
Central	South Marsh Island Area	1387166	10534851
Western	Sabine Pass Area	479	79701
Western	Mustang Island Area	7980	2283491
Central	Mississippi Canyon	10726765	36540259
Central	Grand Isle Area	551253	6717005
Central	West Cameron Area	657653	41068603
Western	Mustang Island Area	11378	3360602
Central	Viosca Knoll	2758168	17858095
Western	Garden Banks	3852304	23429006
Central	Viosca Knoll	2504939	25048163
Western	Matagorda Island Area	106188	22266805
Western	Galveston Area	85098	1397796
Central	West Cameron Area	124432	11637951
Central	South Pelto Area	154514	2488291
Central	South Pelto Area	234930	2148707
Central	West Delta Area	1329586	8648809
Central	South Marsh Island Area	1325960	23542251
Central	South Pelto Area	221394	3259073
Western	Mustang Island Area	21219	9149728
Western	East Breaks	174309	2893420
Central	Breton Sound Area	94920	689173
Central	Grand Isle Area	478966	3134984
Central	South Timbalier Area	1562190	18794745
Western	Mustang Island Area	18192	7515216
Central	Viosca Knoll	2539137	15875110
Central	Breton Sound Area	38536	103128
Central	East Cameron Area	428222	14436458
Central	Vermilion Area	1410761	27259397
Central	East Cameron Area	485857	14611587
Central	West Cameron Area	394263	35242970
Western	Galveston Area	173764	4643005
Central	South Marsh Island Area	1197779	17099935
Central	Chandeleur Area	40	402413
Central	Vermilion Area	1189170	20990034
Central	South Marsh Island Area	1188504	18750761
Central	West Cameron Area	389689	31599654
Central	Vermilion Area	1126983	23846919
Central	Viosca Knoll	2330336	24020992
Central	Chandeleur Area	0	191359
Central	South Pass Area	1511121	11227271
Central	Bay Marchand Area	48197	51710
Central	Chandeleur Area	8	331805
Central	Ewing Bank	1530313	3229357
Central	South Timbalier Area	2355806	26701047
Central	Ewing Bank	3327680	6201740
Central	West Delta Area	1872061	14415690
Central	Ship Shoal Area	2696911	21935414
Central	Mobile	1736	9195112
Central	Ship Shoal Area	2755472	25783878
Central	Vermilion Area	1306620	27383711
Central	Viosca Knoll	3478411	27034014
Central	Vermilion Area	1114044	23197705
Western	High Island Area	1292034	42207112
Central	Sabine Pass Area	17605	125389
Central	Breton Sound Area	76517	654281
Central	Green Canyon	1666676	8367254
Central	Main Pass Area	2097045	18044173
Western	North Padre Island Area	107	1114408
Western	Alaminos Canyon	1387021	1461537
Central	Bay Marchand Area	25402	15492
Western	North Padre Island Area	247	1149579
Central	Vermilion Area	1163289	23960368
Central	West Delta Area	1905164	13765018
Central	South Marsh Island Area	1613938	28568179
Western	Alaminos Canyon	1571517	2474444
Central	South Marsh Island Area	673364	5594581
Central	Ewing Bank	974036	2252270
Central	East Cameron Area	831008	22730568
Central	South Timbalier Area	1814013	14650149
Central	West Delta Area	1483604	8203346
Central	Mobile	625	7218422
Central	Main Pass Area	2695620	12116090
Western	Sabine Pass Area	2064	143342
Central	Ewing Bank	1446582	1665644
Central	East Cameron Area	626190	17427830
Central	Breton Sound Area	116462	817399
Western	Matagorda Island Area	52394	9119973
Western	East Breaks	151416	1036158
Central	Main Pass Area	2168254	12935651
Central	Sabine Pass Area	21328	439913
Central	Main Pass Area	1713826	9549767
Western	Garden Banks	2456216	15766921
Central	Chandeleur Area	8	454776
Central	Eugene Island Area	3425087	42140512
Central	Chandeleur Area	0	457477
Central	West Cameron Area	456837	34236862
Western	Garden Banks	3048793	20172858
Central	West Cameron Area	617600	38496154
Western	North Padre Island Area	62	1096124
Western	Galveston Area	188895	4281845
Western	Matagorda Island Area	35758	4960396
Western	Matagorda Island Area	85257	14521294
Central	Mississippi Canyon	13687727	38416712
Central	South Pelto Area	231272	2132227
Western	Sabine Pass Area	336	231291
Western	East Breaks	188147	2077025
Central	Main Pass Area	2169086	15714372
Western	Sabine Pass Area	589	104306
Central	Eugene Island Area	1759206	19327958
Western	Matagorda Island Area	101542	18833582
Central	South Timbalier Area	1522849	10357639
Western	High Island Area	862624	20023687
Central	South Pass Area	322587	1627340
Central	Chandeleur Area	0	536806
Western	Garden Banks	3410883	19925795
Western	East Breaks	199885	3057304
Central	Eugene Island Area	3292710	39574935
Western	Brazos Area	23808	8887502
Western	Galveston Area	150543	4612819
Western	Garden Banks	4394964	26406560
Western	Matagorda Island Area	40053	8748882
Western	Matagorda Island Area	46830	10013674
Central	South Pelto Area	336047	3712350
Central	Vermilion Area	952018	12544005
Central	Bay Marchand Area	39160	20530
Central	South Marsh Island Area	1271781	11494781
Central	Breton Sound Area	69246	231605
Western	East Breaks	555658	8706677
Central	West Delta Area	1898459	12254547
Central	Eugene Island Area	3357402	40268722
Western	High Island Area	1096555	36380343
Western	Brazos Area	6614	7029913
Central	East Cameron Area	390249	12736575
Central	East Cameron Area	812253	22418402
Western	Mustang Island Area	44950	1727241
Central	South Pelto Area	203245	4057616
Central	Green Canyon	7132378	16063590
Western	Matagorda Island Area	71703	15514559
Central	Vermilion Area	966371	12397948
Central	South Pelto Area	165487	1136197
Central	Main Pass Area	2170893	23728486
Central	South Pass Area	881561	7003735
Western	Sabine Pass Area	94	52973
Central	Bay Marchand Area	396	6400
Central	Ship Shoal Area	1352208	11342746
Central	Eugene Island Area	2969634	30925116
Central	Grand Isle Area	552047	4707131
Central	Main Pass Area	2178125	12875430
Western	North Padre Island Area	223	506195
Central	Main Pass Area	2002977	18323772
Central	Green Canyon	6700586	18155349
Western	Brazos Area	14405	6956385
Western	East Breaks	2043181	22845620
Central	Bay Marchand Area	22612	31656
Western	Brazos Area	31876	14135121
Western	Galveston Area	326735	7097767
Central	Sabine Pass Area	26657	226370
Central	Ship Shoal Area	2841235	23009693
Central	Bay Marchand Area	31868	37932
Western	East Breaks	199990	1363961
Western	Garden Banks	3394448	18630404
Western	Alaminos Canyon	562258	1129220
Central	East Cameron Area	559346	17843683
Central	West Delta Area	2133728	14002439
Western	North Padre Island Area	1287	1542789
Central	Breton Sound Area	64320	635318
Western	East Breaks	574447	8617206
Central	Chandeleur Area	0	496393
Western	Mustang Island Area	22385	8886948
Central	South Marsh Island Area	1156801	10638795
Western	East Breaks	1999665	21107872
Western	East Breaks	769688	6373425
Central	West Delta Area	968687	5786768
Central	Ship Shoal Area	2581681	22722533
Central	South Pelto Area	256630	4602118
Western	Sabine Pass Area	1343	108786
Central	Eugene Island Area	2521310	31962194
Central	West Cameron Area	463869	38674585
Central	Sabine Pass Area	21171	385308
Central	Sabine Pass Area	12675	362520
Central	West Cameron Area	157401	16431017
Western	North Padre Island Area	15	1188452
Central	Mobile	2299	11827932
Central	Ewing Bank	712854	1384130
Central	Mobile	2780	15574204
Western	Brazos Area	18246	7156146
Central	Mobile	893	9839879
Central	South Marsh Island Area	1574700	28125884
Western	High Island Area	725768	25293446
Central	South Pass Area	1761439	10251291
Central	Ship Shoal Area	2508508	28283972
Central	Mobile	1081	7814131
Western	High Island Area	1034146	31290814
Central	Eugene Island Area	3073325	32349357
Western	Galveston Area	192670	6023722
Central	South Timbalier Area	2471838	17459590
Central	Vermilion Area	682867	10373395
Western	High Island Area	843129	26963844
Central	West Delta Area	1419254	10644022
Western	Brazos Area	19724	10406650
Central	Chandeleur Area	0	169128
Central	Mobile	1178	14738662
Central	South Pelto Area	269408	3703565
Western	Brazos Area	13059	9999608
Western	Garden Banks	2645239	11757362
Western	Brazos Area	9253	7414984
Central	South Pelto Area	293817	3453075
Central	Breton Sound Area	46928	227027
Central	Main Pass Area	2056321	18065818
Western	High Island Area	844829	32982028
Western	Garden Banks	2907629	18021982
Western	Mustang Island Area	5401	1445580
Central	Viosca Knoll	3276099	30392032
Western	North Padre Island Area	1371	1514241
Western	Garden Banks	4084951	24992210
Central	Mobile	1373	13683250
Central	Breton Sound Area	113653	599967
Central	West Delta Area	1875011	11930881
Western	Brazos Area	27661	13084854
Western	Galveston Area	141415	3901081
Central	Eugene Island Area	2696092	32952831
Central	Breton Sound Area	69149	481070
Central	Eugene Island Area	2904453	31869374
Central	Ewing Bank	2798944	4990532
Western	North Padre Island Area	0	588517
Central	South Pelto Area	158926	1091686
